perbandingan,selisih_mae,ci95_low,ci95_high
MLR dikurangi Random Forest,0.6335559541705436,0.2666864182598335,0.9653662998212141
Dummy dikurangi Random Forest,1.5397449125132694,0.9913713144361106,2.1247105222803504
