kode_wilayah,kabupaten_kota,tahun,persentase_penduduk_miskin,prediksi_dummy,prediksi_mlr,prediksi_random_forest,residual_mlr,residual_random_forest,absolute_error_mlr,absolute_error_random_forest
3301,Kabupaten Cilacap,2025,9.41,10.702685714285716,10.32276744007233,10.511217460317452,-0.9127674400723294,-1.1012174603174518,0.9127674400723294,1.1012174603174518
3302,Kabupaten Banyumas,2025,11.15,10.702685714285716,10.434010519633667,11.065766666666658,0.7159894803663338,0.08423333333334249,0.7159894803663338,0.08423333333334249
3303,Kabupaten Purbalingga,2025,12.55,10.702685714285716,11.74416571767702,14.635699999999987,0.80583428232298,-2.085699999999987,0.80583428232298,2.085699999999987
3304,Kabupaten Banjarnegara,2025,13.28,10.702685714285716,11.856291232731316,13.28046666666668,1.4237087672686837,-0.00046666666668038204,1.4237087672686837,0.00046666666668038204
3305,Kabupaten Kebumen,2025,13.58,10.702685714285716,11.136402186813914,13.687561111111142,2.443597813186086,-0.10756111111114208,2.443597813186086,0.10756111111114208
3306,Kabupaten Purworejo,2025,10.06,10.702685714285716,9.93575281288631,10.249166666666627,0.12424718711369032,-0.18916666666662607,0.12424718711369032,0.18916666666662607
3307,Kabupaten Wonosobo,2025,13.34,10.702685714285716,12.121362987619067,15.00376666666668,1.218637012380933,-1.66376666666668,1.218637012380933,1.66376666666668
3308,Kabupaten Magelang,2025,9.9,10.702685714285716,11.453028883276954,8.516677301587315,-1.5530288832769532,1.3833226984126856,1.5530288832769532,1.3833226984126856
3309,Kabupaten Boyolali,2025,8.71,10.702685714285716,9.08015724268062,8.237733333333347,-0.37015724268061945,0.47226666666665373,0.37015724268061945,0.47226666666665373
3310,Kabupaten Klaten,2025,11.0,10.702685714285716,7.7130184549616105,10.521866666666657,3.2869815450383895,0.47813333333334285,3.2869815450383895,0.47813333333334285
3311,Kabupaten Sukoharjo,2025,6.83,10.702685714285716,6.9202468507358414,7.61323333333333,-0.09024685073584138,-0.7832333333333299,0.09024685073584138,0.7832333333333299
3312,Kabupaten Wonogiri,2025,9.59,10.702685714285716,10.423455806445363,9.891003809523824,-0.8334558064453628,-0.30100380952382366,0.8334558064453628,0.30100380952382366
3313,Kabupaten Karanganyar,2025,8.48,10.702685714285716,7.791273984040935,9.557733333333333,0.6887260159590651,-1.0777333333333328,0.6887260159590651,1.0777333333333328
3314,Kabupaten Sragen,2025,11.22,10.702685714285716,9.723408079964493,11.556766666666663,1.4965919200355078,-0.3367666666666622,1.4965919200355078,0.3367666666666622
3315,Kabupaten Grobogan,2025,10.63,10.702685714285716,11.355532094645376,10.973772611832612,-0.7255320946453754,-0.34377261183261076,0.7255320946453754,0.34377261183261076
3316,Kabupaten Blora,2025,10.58,10.702685714285716,11.7924183355293,10.683741164021157,-1.2124183355293,-0.10374116402115696,1.2124183355293,0.10374116402115696
3317,Kabupaten Rembang,2025,13.01,10.702685714285716,11.180763225726453,11.980488888888864,1.8292367742735465,1.0295111111111357,1.8292367742735465,1.0295111111111357
